5247,"The Great Book of Amber (The Chronicles of Amber, nb.1-10)","Roger Zelazny"
5248,"The Darkest Lie (Lords of the Underworld nb.6)","Gena Showalter"
5249,"Czas pogardy (Saga o Wiedźminie, nb.4)","Andrzej Sapkowski"
5250,"That Boy (That Boy, nb.1)","Jillian Dodd"
5251,"The Dressmaker","Kate Alcott"
5252,"Paradise (Second Opportunities, nb.1)","Judith McNaught"
5253,"Jumanji","Chris Van Allsburg"
5254,"Replay","Ken Grimwood"
5255,"Incognito: The Secret Lives of the Brain","David Eagleman"
5256,"Death by Black Hole - And Other Cosmic Quandaries","Neil deGrasse Tyson"
5257,"The Edible Woman","Margaret Atwood"
5258,"The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution","Richard Dawkins"
5259,"Heartless","Marissa Meyer"
5260,"The Pigman (The Pigman, nb.1)","Paul Zindel"
5261,"Deep Storm (Jeremy Logan, nb.1)","Lincoln Child"
5262,"Abandon (Abandon, nb.1)","Meg Cabot"
5263,"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, nb.5)","Alexander McCall Smith"
5264,"How to Marry a Millionaire Vampire (Love at Stake, nb.1)","Kerrelyn Sparks"
5265,"The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright and Early Board Books)","Dr. Seuss"
5266,"Beautiful Bitch (Beautiful Bastard, nb.1.5)","Christina Lauren"
5267,"The Recruit (Cherub, nb.1)","Robert Muchamore"
5268,"Anatomy for the Artist","Sarah Simblet"
5269,"Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem","Simon Singh"
5270,"The Christmas Box (The Christmas Box, nb.1)","Richard Paul Evans"
5271,"My Blood Approves (My Blood Approves, nb.1)","Amanda Hocking"
5272,"Until November (Until, nb.1)","Aurora Rose Reynolds"
5273,"The Bloody Chamber and Other Stories","Angela Carter"
5274,"A Cook's Tour: Global Adventures in Extreme Cuisines","Anthony Bourdain"
5275,"The Power of Art","Simon Schama"
5276,"Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings","Michelle Knight, Michelle Burford"
5277,"Born in Shame (Born In Trilogy, nb.3)","Nora Roberts"
5278,"Return to Paradise (Leaving Paradise, nb.2)","Simone Elkeles"
5279,"My Heart and Other Black Holes","Jasmine Warga"
5280,"Girl in a Band","Kim Gordon"
5281,"Ninth Grade Slays (The Chronicles of Vladimir Tod, nb.2)","Heather Brewer"
5282,"Book of the Dead (Kay Scarpetta, nb.15)","Patricia Cornwell"
5283,"The Hero With a Thousand Faces","Joseph Campbell"
5284,"Bad Blood (Virgil Flowers, nb.4)","John Sandford"
5285,"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, nb.1)","D.C. Talk, The Voice of the Martyrs"
5286,"Cooked: A Natural History of Transformation","Michael Pollan"
5287,"Daughter of the Blood (The Black Jewels nb.1)","Anne Bishop"
5288,"The Lost Gate (Mither Mages, nb.1)","Orson Scott Card"
5289,"Police (Harry Hole, nb.10)","Jo Nesbø, Don Bartlett"
5290,"Vittorio, The Vampire (New Tales of the Vampires, nb.2)","Anne Rice"
5291,"Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess","Yuu Watase, Yuji Oniki"
5292,"The Lace Reader (The Lace Reader, nb.1)","Brunonia Barry"
5293,"Anne Rice's The Tale of the Body Thief (A Graphic Novel)","Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice"
5294,"The Lone Ranger and Tonto Fistfight in Heaven","Sherman Alexie"
5295,"A Stroke of Midnight (Merry Gentry, nb.4)","Laurell K. Hamilton"
5296,"The Chemist","Stephenie Meyer"
5297,"Empress Orchid (Empress Orchid, nb.1)","Anchee Min"
5298,"And Another Thing...","Eoin Colfer"
5299,"Monday Mourning (Temperance Brennan, nb.7)","Kathy Reichs"
5300,"Damaged (Damaged, nb.1)","H.M. Ward"
5301,"The Princess and the Goblin  (Princess Irene and Curdie, nb.1)","George MacDonald, Arthur Hughes"
5302,"The Preacher (Patrik Hedström, nb.2)","Camilla Läckberg, Steven T. Murray"
5303,"There's a Wocket in My Pocket!","Dr. Seuss"
5304,"Midnight","Dean Koontz"
5305,"The Gatecrasher","Madeleine Wickham"
5306,"The Confusion (The Baroque Cycle, nb.2)","Neal Stephenson"
5307,"Raising Steam (Discworld, nb.40, Moist von Lipwig nb.3 )","Terry Pratchett"
5308,"Independent Study (The Testing, nb.2)","Joelle Charbonneau"
5309,"X (Kinsey Millhone, nb.24)","Sue Grafton"
5310,"Lord of Light","Roger Zelazny, Sönmez Güven"
5311,"Esio Trot","Roald Dahl, Quentin Blake"
5312,"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, nb.3)","Mike Mignola"
5313,"A Simple Plan","Scott B. Smith"
5314,"Run for Your Life (Michael Bennett, nb.2)","James Patterson, Michael Ledwidge"
5315,"Play It as It Lays","Joan Didion, David Thomson"
5316,"Dime Store Magic (Women of the Otherworld, nb.3)","Kelley Armstrong"
5317,"Blue Mars (Mars Trilogy, nb.3)","Kim Stanley Robinson"
5318,"The Valkyries","Paulo Coelho, Alan R. Clarke"
5319,"The Long Way Home (Chief Inspector Armand Gamache, nb.10)","Louise Penny"
5320,"Please Ignore Vera Dietz","A.S. King"
5321,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, nb.2)","Joseph Delaney, Patrick  Arrasmith"
5322,"The Struggle (The Vampire Diaries, nb.2)","L.J. Smith"
5323,"The Dark Highlander (Highlander, nb.5)","Karen Marie Moning"
5324,"The Immortal Highlander (Highlander, nb.6)","Karen Marie Moning"
5325,"No god but God: The Origins, Evolution and Future of Islam","Reza Aslan"
5326,"VALIS (VALIS Trilogy, nb.1)","Philip K. Dick"
5327,"The Second Sex","Simone de Beauvoir, H.M. Parshley, Deirdre Bair"
5328,"The Runaway King (The Ascendance Trilogy, nb.2)","Jennifer A. Nielsen"
5329,"Dragon Wing (The Death Gate Cycle, nb.1)","Margaret Weis, Tracy Hickman"
5330,"Jailbird","Kurt Vonnegut Jr."
5331,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, nb.9)","Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr."
5332,"Ilium (Ilium, nb.1)","Dan Simmons"
5333,"Lumberjanes, Vol. 1: Beware the Kitten Holy","Noelle Stevenson, Grace Ellis, Shannon Waters, Shannon Watters, Brooke A. Allen, Faith Hicks, Kat Leyh, Brooke Allen, Carolyn Nowak, Various, Carey Pietsch"
5334,"The Highly Sensitive Person: How to Thrive When the World Overwhelms You","Elaine N. Aron"
5335,"The Palace of Illusions","Chitra Banerjee Divakaruni"
5336,"The First American: The Life and Times of Benjamin Franklin","H.W. Brands"
5337,"Dance of Death (Pendergast, nb.6; Diogenes, nb.2)","Douglas Preston, Lincoln Child"
5338,"This World We Live In (Last Survivors, nb.3)","Susan Beth Pfeffer"
5339,"Hunter x Hunter, Vol. 01 (Hunter x Hunter, nb.1)","Yoshihiro Togashi, 冨樫 義博"
5340,"Vengeance in Death (In Death, nb.6)","J.D. Robb"
5341,"To Say Nothing of the Dog (Oxford Time Travel, nb.2)","Connie Willis"
5342,"The Gift (Witch & Wizard, nb.2)","James Patterson, Ned Rust"
5343,"The Terminal Man","Michael Crichton"
5344,"A Game of Thrones: Comic Book, Issue 1","Daniel Abraham, George R.R. Martin, Tommy Patterson"
5345,"White Cat (Curse Workers, nb.1)","Holly Black"
5346,"Where I'm Calling From: New and Selected Stories","Raymond Carver"
5347,"Something Rotten (Thursday Next, nb.4)","Jasper Fforde"
5348,"The Land of Painted Caves (Earth's Children, nb.6)","Jean M. Auel"
5349,"Autobiography of a Face","Lucy Grealy"
5350,"Vanishing Girls","Lauren Oliver"
5351,"Snow White and the Seven Dwarfs (Little Golden Book)","Walt Disney Company"
5352,"Darke (Septimus Heap, nb.6)","Angie Sage, Mark Zug"
5353,"The Wimpy Kid Movie Diary (Diary of a Wimpy Kid)","Jeff Kinney"
5354,"The Thin Man","Dashiell Hammett"
5355,"Trading Up","Candace Bushnell"
5356,"The Uplift War (The Uplift Saga, nb.3)","David Brin"
5357,"Rage of a Demon King (The Serpentwar Saga, nb.3)","Raymond E. Feist"
5358,"Lucky Jim","Kingsley Amis, David Lodge"
5359,"A Faint Cold Fear (Grant County, nb.3)","Karin Slaughter"
5360,"The Rose Society (The Young Elites, nb.2)","Marie Lu"
5361,"Angel Falls","Kristin Hannah"
5362,"Waiting For You","Susane Colasanti"
5363,"The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League","Jeff Hobbs"
5364,"Mao's Last Dancer","Li Cunxin"
5365,"The Neighbor (Detective D.D. Warren, nb.3)","Lisa Gardner"
5366,"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, nb.10)","Brian K. Vaughan, Pia Guerra, José Marzán Jr."
5367,"Eon (The Way, nb.1)","Greg Bear"
5368,"The Summer Before the War","Helen Simonson"
5369,"Memories, Dreams, Reflections","C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston"
5370,"Bullet (Anita Blake, Vampire Hunter nb.19)","Laurell K. Hamilton"
5371,"The Scottish Prisoner (Lord John Grey, nb.3)","Diana Gabaldon"
5372,"Reunion (The Mediator, nb.3)","Meg Cabot"
5373,"بيكاسو وستاربكس","ياسر حارب"
5374,"Laughable Loves","Milan Kundera, Suzanne Rappaport"
5375,"The Secret Diaries of Miss Miranda Cheever (Bevelstoke, nb.1)","Julia Quinn"
5376,"The Constitution of the United States of America","Founding Fathers"
5377,"Gustav Klimt: 1862-1918","Gilles Néret"
5378,"Under the Volcano","Malcolm Lowry"
5379,"Sleep Tight","Rachel Abbott"
5380,"Dinosaurs Before Dark (Magic Tree House, nb.1)","Mary Pope Osborne, Salvatore Murdocca"
5381,"Have Space Suit—Will Travel","Robert A. Heinlein"
5382,"The Sea Wolf","Jack London"
5383,"Darkest Hour (The Mediator, nb.4)","Meg Cabot"
5384,"Hark! A Vagrant","Kate Beaton"
5385,"The Dive From Clausen's Pier","Ann Packer"
5386,"Death in Venice","Thomas Mann, Michael Henry Heim, Michael Cunningham"
5387,"The Tibetan Book of Living and Dying","Sogyal Rinpoche, Andrew Harvey"
5388,"Enchantment","Orson Scott Card"
5389,"The Fall of the House of Usher","Edgar Allan Poe"
5390,"The Soldiers of Halla (Pendragon, nb.10)","D.J. MacHale"
5391,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, nb.1)","E. Lockhart"
5392,"Regeneration (Regeneration, nb.1)","Pat Barker"
5393,"The Initiate (Divergent, nb.0.2)","Veronica Roth"
5394,"Lucky Man","Michael J. Fox"
5395,"The Penelopiad","Margaret Atwood"
5396,"The Improbable Adventures of Sherlock Holmes","John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine"
5397,"The Starter Wife","Gigi Levangie Grazer"
5398,"Fables, Vol. 2: Animal Farm","Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean"
5399,"The Fire Next Time","James     Baldwin, Kıvanç Güney"
5400,"Don't Let the Pigeon Stay Up Late!","Mo Willems"
5401,"We3","Grant Morrison, Frank Quitely"
5402,"Princess in Pink (The Princess Diaries, nb.5)","Meg Cabot"
5403,"The Coffin Club (Vampire Kisses, nb.5)","Ellen Schreiber"
5404,"Main Street","Sinclair Lewis"
5405,"Percy Jackson's Greek Gods (A Percy Jackson and the Olympians Guide)","Rick Riordan, John Rocco"
5406,"Dairy Queen (Dairy Queen, nb.1)","Catherine Gilbert Murdock"
5407,"Telegraph Avenue","Michael Chabon"
5408,"Undone (Will Trent, nb.3)","Karin Slaughter"
5409,"The Book of Speculation","Erika Swyler"
5410,"Flirt (Anita Blake, Vampire Hunter nb.18)","Laurell K. Hamilton"
5411,"Inner Harbor (Chesapeake Bay Saga, nb.3)","Nora Roberts"
5412,"Bite Me (A Love Story, nb.3)","Christopher Moore"
5413,"Zen of Seeing: Seeing/Drawing as Meditation","Frederick Franck"
5414,"Green Rider (Green Rider, nb.1)","Kristen Britain"
5415,"The Dragonriders of Pern (Dragonriders of Pern, nb.1-3)","Anne McCaffrey"
5416,"Boy, Snow, Bird","Helen Oyeyemi"
5417,"E is for Evidence (Kinsey Millhone, nb.5)","Sue Grafton"
5418,"The Social Animal: The Hidden Sources of Love, Character, and Achievement","David  Brooks"
5419,"Solar","Ian McEwan"
5420,"The Structure of Scientific Revolutions","Thomas S. Kuhn"
5421,"Small Island","Andrea Levy"
5422,"A Great Reckoning (Chief Inspector Armand Gamache, nb.12)","Louise Penny"
5423,"The Sky is Falling","Sidney Sheldon"
5424,"The Fifth Discipline: The Art & Practice of The Learning Organization","Peter M. Senge"
5425,"Darkness at Noon","Arthur Koestler, Daphne Hardy"
5426,"The Perfect Play (Play by Play, nb.1)","Jaci Burton"
5427,"Straight Talking","Jane Green"
5428,"Dauntless (The Lost Fleet, nb.1)","Jack Campbell"
5429,"The Curse of Chalion (World of the Five Gods, nb.1)","Lois McMaster Bujold"
5430,"Me & Emma","Elizabeth Flock"
5431,"Chesapeake Blue (Chesapeake Bay Saga, nb.4)","Nora Roberts"
5432,"Ash","Malinda Lo"
5433,"The Burning Land (The Saxon Stories, nb.5)","Bernard Cornwell"
5434,"Second Helpings (Jessica Darling, nb.2)","Megan McCafferty"
5435,"Diane Arbus: Monograph","Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel"
5436,"The Earth, My Butt, and Other Big Round Things","Carolyn Mackler"
5437,"Lord Jim","Joseph Conrad"
5438,"A Color of His Own","Leo Lionni"
5439,"Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion","Neil Gaiman"
5440,"Things Not Seen (Things, nb.1)","Andrew Clements"
5441,"House","Frank E. Peretti, Ted Dekker"
5442,"Vicious (Villains, nb.1)","V.E. Schwab, Victoria Schwab"
5443,"Raise the Titanic! (Dirk Pitt, nb.4)","Clive Cussler"
5444,"The Supernaturalist","Eoin Colfer"
5445,"Queen of Babble in the Big City (Queen of Babble, nb.2)","Meg Cabot"
5446,"Yertle the Turtle and Other Stories","Dr. Seuss"
5447,"The Rent Collector","Camron Wright"
5448,"Family Matters","Rohinton Mistry"
5449,"The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer","Harvey Karp"
5450,"Until You (Fall Away, nb.1.5)","Penelope Douglas, Nelson Hobbs"
5451,"Perahu Kertas","Dee Lestari"
5452,"Schooled","Gordon Korman"
5453,"It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways","Dallas Hartwig, Melissa Hartwig"
5454,"Merle's Door: Lessons from a Freethinking Dog","Ted Kerasote"
5455,"Brian's Winter (Brian's Saga, nb.3)","Gary Paulsen"
5456,"How the García Girls Lost Their Accents ","Julia Alvarez"
5457,"Be with Me (Wait for You, nb.2)","J. Lynn, Jennifer L. Armentrout"
5458,"Jo's Boys (Little Women, nb.3)","Louisa May Alcott"
5459,"Home (Myron Bolitar nb.11)","Harlan Coben"
5460,"Notes of a Dirty Old Man","Charles Bukowski"
5461,"The Absent One (Department Q, nb.2)","Jussi Adler-Olsen, K.E. Semmel"
5462,"The Good Lord Bird","James McBride"
5463,"Greenwitch (The Dark Is Rising, nb.3)","Susan Cooper"
5464,"The Walking Dead, Vol. 05: The Best Defense","Robert Kirkman, Charlie Adlard, Cliff Rathburn"
5465,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, nb.1-3)","Elizabeth Chandler"
5466,"Take a Chance (Rosemary Beach, nb.7; Chance, nb.1)","Abbi Glines"
5467,"Portrait of a Spy (Gabriel Allon, nb.11)","Daniel Silva"
5468,"One Good Turn (Jackson Brodie, nb.2)","Kate Atkinson"
5469,"Abarat (Abarat, nb.1)","Clive Barker"
5470,"2061: Odyssey Three (Space Odyssey, nb.3)","Arthur C. Clarke"
5471,"What Got You Here Won't Get You There: How Successful People Become Even More Successful","Marshall Goldsmith, Mark Reiter"
5472,"The Walk (The Walk, nb.1)","Richard Paul Evans"
5473,"Afterlife (Evernight, nb.4)","Claudia Gray"
5474,"Slam","Nick Hornby"
5475,"Dark Triumph (His Fair Assassin, nb.2)","Robin LaFevers"
5476,"The Crossover","Kwame Alexander"
5477,"Edensor (Tetralogi Laskar Pelangi, nb.3)","Andrea Hirata"
5478,"The Line of Beauty","Alan Hollinghurst"
5479,"The Rose Garden","Susanna Kearsley"
5480,"Monster","Frank E. Peretti"
5481,"The English Assassin (Gabriel Allon, nb.2)","Daniel Silva"
5482,"Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas","Chuck Klosterman"
5483,"The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials)","Peter F. Drucker"
5484,"The Wicked + The Divine, Vol. 1: The Faust Act","Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles"
5485,"Innocence","Dean Koontz"
5486,"Dark of the Moon (Virgil Flowers, nb.1)","John Sandford"
5487,"The Law of Attraction: The Basics of the Teachings of Abraham","Esther Hicks, Jerry Hicks"
5488,"In The Afterlight (The Darkest Minds, nb.3)","Alexandra Bracken"
5489,"Goddess Interrupted (Goddess Test, nb.2)","Aimee Carter"
5490,"Lucinda's Secret (The Spiderwick Chronicles, nb.3)","Holly Black, Tony DiTerlizzi"
5491,"Henry Huggins (Henry Huggins, nb.1)","Beverly Cleary, Tracy Dockray"
5492,"Bedtime for Frances","Russell Hoban, Garth Williams"
5493,"Totto-chan: The Little Girl at the Window","Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton"
5494,"Half the World (Shattered Sea, nb.2)","Joe Abercrombie"
5495,"When Genius Failed: The Rise and Fall of Long-Term Capital Management","Roger Lowenstein"
5496,"Writing Down the Bones: Freeing the Writer Within","Natalie Goldberg"
5497,"Hunters of the Dusk (Cirque Du Freak, nb.7)","Darren Shan"
5498,"City of Golden Shadow (Otherland, nb.1)","Tad Williams"
5499,"An Ice Cold Grave (Harper Connelly, nb.3)","Charlaine Harris"
5500,"Jacob Have I Loved","Katherine Paterson"
5501,"The Postcard Killers","James Patterson, Liza Marklund"
5502,"Kamisama Kiss, Vol. 1","Julietta Suzuki, Tomo Kimura"
5503,"Maybe Not (Maybe, nb.1.5)","Colleen Hoover"
5504,"Black Water (Pendragon, nb.5)","D.J. MacHale"
5505,"Five Little Pigs (Hercule Poirot, nb.24)","Agatha Christie"
5506,"Embassytown","China Miéville"
5507,"By the Light of the Moon","Dean Koontz"
5508,"Sherlock Holmes: The Complete Novels and Stories, Volume I","Arthur Conan Doyle"
5509,"Strong Poison (Lord Peter Wimsey, nb.6)","Dorothy L. Sayers"
5510,"The Far Side Gallery","Gary Larson"
5511,"The Eternity Cure (Blood of Eden, nb.2)","Julie Kagawa"
5512,"Holiday in Death (In Death, nb.7)","J.D. Robb"
5513,"Thief (Love Me with Lies, nb.3)","Tarryn Fisher"
5514,"Between a Rock and a Hard Place","Aron Ralston"
5515,"Legend (The Drenai Saga, nb.1)","David Gemmell"
5516,"Three Times Lucky (Tupelo Landing, nb.1)","Sheila Turnage"
5517,"Every Boy's Got One (Boy, nb.3)","Meg Cabot"
5518,"Small Sacrifices: A True Story of Passion and Murder","Ann Rule"
5519,"The Guest Room","Chris Bohjalian"
5520,"All My Friends Are Dead","Avery Monsen, Jory John"
5521,"The Six Sacred Stones (Jack West Jr, nb.2)","Matthew Reilly"
5522,"Rising Tides (Chesapeake Bay Saga, nb.2)","Nora Roberts"
5523,"Bleach, Volume 15","Tite Kubo"
5524,"Cash","Johnny Cash, Patrick   Carr"
5525,"A Stranger In The Mirror","Sidney Sheldon"
5526,"Flush","Carl Hiaasen"
5527,"Out of Africa","Isak Dinesen, Karen Blixen"
5528,"The Watchman (Elvis Cole, nb.11; Joe Pike, nb.1)","Robert Crais"
5529,"Antifragile: Things That Gain from Disorder","Nassim Nicholas Taleb"
5530,"From Ashes (From Ashes, nb.1)","Molly McAdams"
5531,"Free Will","Sam Harris"
5532,"This Is Where It Ends","Marieke Nijkamp"
5533,"Stray (Shifters, nb.1)","Rachel Vincent"
5534,"A Summer Affair","Elin Hilderbrand"
5535,"Liar & Spy","Rebecca Stead"
5536,"Mariel of Redwall (Redwall, nb.4)","Brian Jacques, Gary Chalk"
5537,"The Blank Slate: The Modern Denial of Human Nature","Steven Pinker"
5538,"The Dreaming Void","Peter F. Hamilton"
5539,"Being Nikki (Airhead, nb.2)","Meg Cabot"
5540,"Antony and Cleopatra","William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine"
5541,"Among the Impostors (Shadow Children, nb.2)","Margaret Peterson Haddix"
5542,"Thirst No. 3: The Eternal Dawn (Thirst, nb.3)","Christopher Pike"
5543,"Addicted","Zane"
5544,"Article 5 (Article 5, nb.1)","Kristen Simmons"
5545,"And the Band Played On: Politics, People, and the AIDS Epidemic","Randy Shilts, William Greider"
5546,"Found in You (Fixed, nb.2)","Laurelin Paige"
5547,"Midnight Rising (Midnight Breed, nb.4)","Lara Adrian"
5548,"Kisscut (Grant County, nb.2)","Karin Slaughter"
5549,"It Chooses You","Miranda July, Brigitte Sire"
5550,"Last Exit to Brooklyn","Hubert Selby Jr., Gilbert Sorrentino"
5551,"The Feast of the Goat","Mario Vargas Llosa, Edith Grossman"
5552,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, nb.1)","Jordan Sonnenblick"
5553,"The First Bad Man","Miranda July"
5554,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, nb.3; Part 2)","Tad Williams"
5555,"Jet (Marked Men, nb.2)","Jay Crownover"
5556,"The Sea","John Banville"
5557,"Invisible","James Patterson, David Ellis"
5558,"Mr. Murder","Dean Koontz"
5559,"Changeless (Parasol Protectorate, nb.2)","Gail Carriger"
5560,"The Magic of Recluce (The Saga of Recluce nb.1)","L.E. Modesitt Jr."
5561,"The Bastard (Kent Family Chronicles, nb.1)","John Jakes"
5562,"The Last Policeman (The Last Policeman, nb.1)","Ben H. Winters"
5563,"Earth Abides","George R. Stewart"
5564,"Thunderhead","Douglas Preston, Lincoln Child"
5565,"Allies of the Night (Cirque du Freak, nb.8)","Darren Shan"
5566,"Dragon Bound (Elder Races, nb.1)","Thea Harrison"
5567,"Rainbow Valley (Anne of Green Gables, nb.7)","L.M. Montgomery"
5568,"The Colorado Kid (Hard Case Crime nb.13)","Stephen King"
5569,"The Monkey's Paw (Oxford Bookworms)","Diane Mowat, W.W. Jacobs"
5570,"Darkness","John Saul"
5571,"The Pursuit of Holiness","Jerry Bridges, Foster W. Cline, Jim Fay"
5572,"Again the Magic (Wallflowers, nb.0)","Lisa Kleypas"
5573,"Low Country","Anne Rivers Siddons"
5574,"Revolution","Jennifer Donnelly"
5575,"Halo: The Fall of Reach","Eric S. Nylund"
5576,"Ever After (The Hollows, nb.11)","Kim Harrison"
5577,"Audrey Rose","Frank De Felitta"
5578,"The Nix","Nathan  Hill"
5579,"Vanish (Firelight, nb.2)","Sophie Jordan"
5580,"The Calvin and Hobbes Lazy Sunday Book","Bill Watterson"
5581,"Carmilla","J. Sheridan Le Fanu"
5582,"Drowned Wednesday (The Keys to the Kingdom, nb.3)","Garth Nix"
5583,"Saving Francesca","Melina Marchetta"
5584,"Avoiding Commitment (Avoiding, nb.1)","K.A. Linde"
5585,"Confessions of a Murder Suspect (Confessions, nb.1)","James Patterson, Maxine Paetro"
5586,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, nb.6)","Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr."
5587,"Skeletons at the Feast","Chris Bohjalian"
5588,"L is for Lawless (Kinsey Millhone, nb.12)","Sue Grafton"
5589,"Milkweed","Jerry Spinelli"
5590,"If You Give a Pig a Party","Laura Joffe Numeroff, Felicia Bond"
5591,"Virtual Light (Bridge, nb.1)","William Gibson"
5592,"American on Purpose: The Improbable Adventures of an Unlikely Patriot","Craig Ferguson"
5593,"Always Looking Up: The Adventures of an Incurable Optimist","Michael J. Fox"
5594,"Nine Rules to Break When Romancing a Rake (Love By Numbers, nb.1)","Sarah MacLean"
5595,"The Lifeboat","Charlotte Rogan"
5596,"Quo Vadis","Henryk Sienkiewicz, W.S. Kuniczak"
5597,"The Jewel (The Lone City, nb.1)","Amy Ewing"
5598,"The Fire Within (The Last Dragon Chronicles, nb.1)","Chris d'Lacey"
5599,"Servant of the Empire (The Empire Trilogy, nb.2)","Raymond E. Feist, Janny Wurts"
5600,"The Hollow (Sign of Seven, nb.2)","Nora Roberts"
5601,"Is Your Mama a Llama?","Deborah Guarino, Steven Kellogg"
5602,"After We Collided (After, nb.2)","Anna Todd"
5603,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality","Jacob Tomsky"
5604,"Confederates in the Attic: Dispatches from the Unfinished Civil War","Tony Horwitz"
5605,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, nb.2)","David Wong"
5606,"Dali: The Paintings","Robert Descharnes, Gilles Néret"
5607,"Seven Deadly Wonders (Jack West Jr, nb.1)","Matthew Reilly"
5608,"Unleashed (Ross Siblings, nb.1)","Cherrie Lynn"
5609,"Mistral's Kiss (Merry Gentry, nb.5)","Laurell K. Hamilton"
5610,"The 8th Habit: From Effectiveness to Greatness","Stephen R. Covey"
5611,"Desire Unchained (Demonica nb.2)","Larissa Ione"
5612,"Cold Fire / Hideaway / The Key to Midnight","Dean Koontz, Leigh Nichols"
5613,"I Am Not A Serial Killer (John Cleaver, nb.1)","Dan Wells"
5614,"Eight Hundred Grapes","Laura Dave"
5615,"Welcome to the World, Baby Girl! (Elmwood Springs, nb.1)","Fannie Flagg"
5616,"Filth","Irvine Welsh"
5617,"The Girls","Lori Lansens"
5618,"Turbo Twenty-Three (Stephanie Plum, nb.23)","Janet Evanovich"
5619,"The Alibi","Sandra Brown"
5620,"A Land More Kind Than Home","Wiley Cash"
5621,"Kristy's Great Idea (The Baby-Sitters Club, nb.1)","Ann M. Martin"
5622,"Shatterproof (The 39 Clues: Cahills vs. Vespers, nb.4)","Roland Smith"
5623,"Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital","Sheri  Fink"
5624,"The Fifth Woman (Kurt Wallander, nb.6)","Henning Mankell, Steven T. Murray"
5625,"The Wordy Shipmates","Sarah Vowell"
5626,"Bel-Ami","Guy de Maupassant, Douglas Parmée"
5627,"A River Runs Through It and Other Stories","Norman Maclean"
5628,"The Time in Between","María Dueñas, Daniel Hahn"
5629,"Paradise","Toni Morrison"
5630,"Idoru (Bridge nb.2)","William Gibson"
5631,"The Best Man (Blue Heron, nb.1)","Kristan Higgins"
5632,"Castle in the Air (Howl's Moving Castle, nb.2)","Diana Wynne Jones"
5633,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, nb.2)","Jude Watson"
5634,"The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York","Deborah Blum"
5635,"RoomHate","Penelope Ward"
5636,"Living Dead Girl","Elizabeth Scott"
5637,"The Dhammapada","Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya"
5638,"Law Man (Dream Man, nb.3)","Kristen Ashley"
5639,"Deadly Decisions (Temperance Brennan, nb.3)","Kathy Reichs"
